Ch1,Ch2,Ch3,Ch4,Ch5,Ch6
19.17612496493169,117.26574357349719,219.14565915792608,2.726813910342097,-492.199003,20.638590273900174
-247.3538644,105.33690929024546,-288.4870862,4.997484896,-263.4775744,47.94881536757508
128.29217063578184,77.19019799753524,-1.645327759,4.376990806523348,-580.5514445,53.55944757680954
-239.5823351,-49.95004124,-768.9982828,8.314600966263741,30.212925104777227,59.19244371
-242.8625904,-100.1819666,781.0435113,6.2820717748858055,-252.5561765,44.66642639463316
130.68560267207292,-100.2241989,689.8464604458844,2.4383700293515274,-389.1669101,29.32290563555433
-251.5972094,-76.46277608,-372.4781088,2.394763702209204,270697.7566327136,29.250842104663693
-362.3247881,101.5109115192389,38.801646487751505,3.414387617084285,295749.2659030375,28.28178106119425
-232.678552,802.7294053,-117.7502087,3.233266548593525,297917.84980603505,26.48279618793684
-268.6278207,850.7127591,-300.3387484,3.347307999,297770.66267054656,19.873281361172708
53.71411784010968,803.3630151517114,123.29857857375673,3.189667847601454,297603.8416591706,19.932915469713294
-1.983410704,813.8540094488765,-369.0598846,3.4278020153779796,299144.4315796618,19.572624933999766
-242.3476659,721.7984504263673,-458.1804566,3.4076766048623113,255851.33364570496,16.02186891325538
-217.5264587,744.9372613357324,286.87257455606044,2.579232650660699,120369.03366804888,17.69909968
161.33307219572617,748.2636715,-276.7630232,2.5255750574859204,10.362081292813336,17.47795540250944
57.03251692542227,1167.2109329974212,57.01464849659965,2.612772459470062,-553.3411655,21.716985036150636
-239.5346634,1621.213580334047,322.48911724467507,2.0794910246312455,28.063977430803888,22.976768008492865
-192.0101103,1585.512339149989,-4924.688677,2.9884289947452776,558.6693861374317,25.41434496356643
-41.66682723,1553.5883767640282,-349.0211606,3.954380064145075,-220.6652906,33.96695364620946
-207.7429136,1416.875818634931,-2811.671337,3.5586057445044434,72.01451493190557,34.55584611778518
-223.3717876,1439.295688772618,79.69293615,3.6055675777577534,35.77666640484389,33.54702900195535
5.034803643928286,1283.0875624839528,246.69396313008502,3.6189819760514474,-401.4522449,37.147475593360284
15.304657600957034,1228.0126544657755,-44.80225136,3.6256929882734212,-521.1559196,38.029575878278806
-8.687899977,1220.4582076889676,112.46755740381083,3.528421441806068,-561.4659802,22.29842889389621
-220.1487532,1210.3448304522256,-4351.023125,3.4814672347030102,190666.35254106633,21.515718789878672
-225.1549516,1267.613075773379,-4510.716777,3.840346239423292,281854.6619833435,21.195184326525535
-232.3352689,1250.7981177604206,-2955.703864,4.051651610612429,332948.7673430809,16.896511544763865
-231.2100658,1228.5000381287953,-4193.26483,3.5753756489091253,488262.2748165234,20.380175803557634
-218.0413833,1254.5753965585177,-984.2110244,3.582086661131098,612597.4529146594,19.40117122220815
-262.8397021,1292.3479629007168,-3898.864993,3.6894171,641897.8444831526,18.645796807780837
-265.7099255,1303.3142061380504,-679.077041,3.6323963743451424,568185.7149,13.122134396677195
332.5545715843466,1385.926624,-476.1339102,3.8839449404153625,110841.02605695876,13.95949780071541
89.59663768,1448.434299,68.01284600507238,3.159483544903078,34.06926959179722,15.090078057676317
50.090590047481165,1504.2402821960275,130.8213459137611,3.011902285,-379.6192538,19.10051479503521
95.05101182000561,1534.5801922674805,124.5875748433876,3.203082245895148,-254.420558,14.125979743567004
-233.7179396,1521.7863157035158,-806.0402125,6.436356420638925,8.085563102902778,16.307619073188146
-6.017923215,1452.0896761559693,-20.5490292,6.318967089806156,61.181424992077226,19.018516765844417
-700.8295707,1290.032945911066,-2012.190464,5.983561375562276,22.72593027,21.94807285648284
-728.7212691,1239.831874523087,-811.8033012,4.511150041760799,69.06093611,25.441671613576762
-678.5830179,1204.6180170020489,-640.7593023,4.705685508545254,16.897254096391674,24.166982373994358
565.5859663238354,1198.4038198888522,-306.5241356,4.236120559063924,90666.3596,22.36799750073695
79.19327535372676,1280.4069523373437,-661.523907,4.605058455966914,263613.07331971056,17.497833438689636
-210.7466348,1321.9569082970268,-559.0207417,4.6218283603715955,301146.1944712834,15.860358739343805
-384.3997311,1280.0414699997723,-316.3829149,5.591142562032632,1182708.3150701958,13.216552808638149
20.14875315614794,1280.8943360003634,692.7060259873504,5.202079254613974,1083797.4890832428,9.581321913812848
36.51186499891487,1248.726681782893,-226.6156392,4.44742593,926217.3398834784,24.514852526937723
-231.3054198,1112.940130449656,-1771.857894,-3.011909911,254399.05154426233,25.88644606295109
10.298459111673381,424.99088683699097,25.269459853143378,-10.90390776,181825.21822892252,18.832156786812625
17.869741738435398,178.6645460453513,-5.283530872,-10.41758053,182708.3521974648,24.651512895729077
-245.0081041,181.39394442698656,217.84787136350826,-11.86315544,183787.7356799917,25.198163410474393
-229.541333,178.7620394008633,142.05711301131169,-10.52825885,192717.17781118408,31.700839442507412
-328.692664,172.4259686670651,151.9114965136491,-8.234114577,193433.50192396165,27.891668951420485
-237.9136023,172.5843849804546,55.04817061113842,-8.945161574,191196.24407780298,25.31743162755557
40.65032792178576,171.8167390882903,-210.1359412,-8.388399222,191765.35874386947,25.973415861081904
-224.1346411,98.61094824893941,1716.9900948057582,-12.69495491,192128.4292692301,-73.08237064
199.17038699534717,-100.7289387,2401.4298361914566,-78.22941534,228.72141769517444,-100.0260877
193.01991880031972,-100.1223833,1727.2404021847856,-100.319943,207.09447854979666,-100.0049325
127.14790093003805,-100.1174753,1855.8313489442423,-99.81197719,-298.5771802,-99.99708336
-294.1832657,-99.8556598,596.0098764233666,-99.95047124,-302.1195226,-99.99477798
-519.9866396,-99.87347386,-2225.599478,-99.95950696,4.288090611452782,-100.0144704
-427.3672142,-99.8089314,1386.9121745752614,-90.60774774,-394.426454,-99.99725631
-312.2532541,-99.95895577,1170.9515429011528,-49.35099936,133.58845620828833,-64.87513945
53.26594219,-99.97961131,1589.850970681257,-8.96864249,128719.54419523104,199.78880829500778
27.14789034337831,316.81493030811185,-388.4738913,437.0786475724134,128621.41943823872,312.1257286240376
936964.9437795433,1248.9703736144027,269.77257042740166,521.5663258489278,-358.5124014,278.5811855065523
969576.7504036165,1174.1562056051475,1.7641125531908237,365.8728861074116,311.83396833527667,261.3865305378252
1575183.653,675.1553462700654,234.7191127,206.53362796710627,151.32960397470944,202.0251099642295
247.44921843984395,-99.93804557,-1649.645931,-59.23528702,-277.470317,-99.99444453
-315.4858271,-99.93868283,389.1118110243431,-82.48767462,239.04423646540556,-100.0064271
-280.995506,-99.92334471,234.24839980130545,-75.80781522,908.1444459926244,-100.0052163
-256.1075605,-99.92877421,-215.8154113,-48.28777675,-334.9916447,-99.99645695
-214.1127056,-99.35123674,109.30448583736488,-60.67751405,-216.4164407,-100.0027698
202.3743548754215,-99.86827099,405.69708358717713,-55.21717522,-250.9959706,-32.94570711
-203.3088605,-100.0377385,173.2347904140938,8.022801579162184,72422.81312706055,165.89638598499917
-190.4386371,-100.0361387,-147.2438532,369.59582013755136,640.8693336929856,204.9820108
963569.3328816359,1675.5574128576945,-3544.195346,809.3409358933608,1686.7726478791212,219.81614217668204
1322299.1190205223,2857.719120922444,-605.6970836,865.8225230111457,2430.958597103441,211.9890592156664
1384852.7881979917,3343.6457306450307,-1062.254245,875.3143956702991,26941.505780927106,186.3212986694371
1397249.043823478,3306.116745314954,1654.5642856973875,868.3380544287495,39858.786116972464,187.24066010266614
987122.2706056098,3048.775511575189,733.3113316267702,733.1711912107703,21330.67394381472,167.53634656881502
40.55497387741707,-100.1348605,-2988.434467,-2.773775744,-246.9041272,-100.018862
8.610659707702323,-99.88338005,540.8868939046879,-58.78920299,138.35737109740168,-100.004496
536.6167576237183,-99.90085171,4140.684780412971,-60.51651839,252.80148012302112,-100.0052675
-354.5532483,-99.87556963,-20.00791542,-44.57823424,-229.8891182,-100.0073627
210.75617334596677,-100.0934154,629.0924452489096,-55.75717148,-409.8027647,-100.0064425
-252.2074879,-99.92528817,-156.1743901,-58.32970074,726.8570470508606,-100.0035818
64.45122461186659,-99.91750822,130.89173916431213,-63.96444963,-257.5605903,-68.15007981
67.31190946288582,-100.0477044,372.13058405869134,-10.47123813,-341.3600172,-4.877621715
-186.9161801,-100.0294712,927.5834548082429,7.781311905274673,-781.6210105,74.69749271884439
204.1098471815665,-99.85043256,188.21432760594493,235.20374328059904,74.56578362667834,242.35311654432047
517540.8921166438,1534.4584017614186,-245.9724628,535.8544369247213,-3.245019167,207.78981277312525
623901.1226940932,2393.237392372731,-1135.634172,562.9548464794946,-306.4076132,231.94187080071967
642171.3680187595,2500.706709081863,199.39729976558223,565.8058064897929,-274.9092327,222.17666575276516
820887.8547722015,2665.6877413048855,-385.0512713,549.7400702948025,53.47855164868278,205.95105374834768
828916.8534118158,2576.6175457426066,18.388985135225784,543.5686844646777,421.27365270119947,182.7432159986824
6682.873918175707,2588.6804576314285,-55.59807972,509.02228483122104,462.76124039503503,180.08449476115666
425.6698761890142,2594.163579250095,483.6522970262439,511.23594271724005,-221.9998024,164.87762533128932
401.6496344955721,2589.7771262829165,14.297659813627305,505.5340837058454,-192.2058663,165.72246446789734
-4.004965143,2651.3098124264134,416.3873029929571,510.5651465410528,382.6709670967206,165.92124482969928
-207.5045232,2670.5617995738576,-862.7909092,503.8906178218861,4.101658994097222,156.30513861246607
-193.9963794,2688.3514140934694,-780.3044279,493.42613646416294,4.150715359,156.5784593500488
-209.6214316,2687.132844116533,-883.7754852,500.10060417412757,-9.065846105,152.23009599762656
-237.5417141,2300.268127506293,-802.6527892,275.0461077044251,-9.841041254,83.79675191623275
-304.071714,63.17777916148095,311.8208766508625,6.486666133852969,580.2963252828094,-46.81078198
58.76799864490755,-100.6353235,623.0214700177333,-2.810671059,102.99284134400277,-99.99719468
-1022.179793,-99.91467527,263.06805594126587,-47.32852906,54.46962530763722,-100.0219896
275.9511743252328,-100.588656,631.3800732611803,-54.72413317,-876.3418245,-99.99707392
-540.6789437,-99.87794566,1318.1954189592743,-76.30924032,-193.8367209,-100.008689
114.88509768840285,-99.99973149,-626.813624,-72.7362078,-409.5280141,-99.99672034
-403.0513929,-99.92583283,-53.43363608,-47.46603999,-936.8560481,-99.99611008
76.85705362672496,-100.0658024,955.4309758844354,-53.00687665,-1024.855258,-99.99403827
-191.8909151,-99.95571585,-2328.366542,-55.20040531,677.9707180455194,-100.0045571
38.54295801860076,-100.0144889,1883.4147579632936,134.3015239488572,-810.8330682,124.61425174741858
25.050059020628108,6.200801819820559,-266.873443,562.3847154866369,18.928457779225006,295.3783159099951
207690.59146609355,3015.754881,-823.7253415,553.7648474,13.070356501308334,251.5468031932497
4226.3088022782495,3201.3281495718184,536.4436328564618,531.6618845620485,-227.6910924,244.14215787969783
708586.9422656511,2804.593636736959,454.5290890721118,478.40011908996235,-208.9785022,224.4875077977676
2649.880804797874,1856.1350547555126,282.3281193944013,380.6305545065362,-260.4062407,188.16002153589514
-232.2494535,1433.5688753224413,-23.31177349,143.19637580936333,91.74761475272945,2.7108976926562725
-260.1888025,-9.099546077,-448.7660156,1.1671975484062262,-285.1829951,-100.0036141
107.29473790077124,-99.9474144,-3441.604113,-31.02130319,-259.4642343,-99.99606162
-346.4193694,-100.0481162,1390.3436776459228,-43.90743043,-341.9782167,-99.99705827
84.79069644341166,-99.91437919,1924.6799774320336,-39.73167848,103.54234235372721,-100.0041483
-274.6161859,-99.88223955,-212.3399811,-66.23511681,-330.3601051,-100.0026093
184.17086868836577,-100.0347167,841.0937160516072,-45.30605495,41.06564630589667,-99.99496484
-380.814347,-99.91173997,509.34406296197005,-47.34529897,146.5999298,-100.0031085
-222.4945135,-99.92346777,-414.5748294,-53.65420335,907.5556389,-100.0052988
-332.0301296,-99.93842939,407.28080962006493,-59.05752146,162.1724878,-100.0049981
-311.5094777,-99.89433898,1211.2050043923282,-61.57638932,179.32489377929778,-100.0054106
889.9876030214326,-100.078706,476.48146541286695,-75.55492254,126.37620098489668,-100.0034161
-261.8193916,-99.91339954,-425.0055157,-30.69260849,26.75890163855667,-19.9030939
-133.8705066,-99.87498477,100.86666729245228,191.0078842191768,20.704542218487223,232.6375930274466
154.64861288290626,919.3614905539979,-86.0564862,400.45277979277614,70.60151077916389,276.02186348950744
901072.9028091702,6012.708718791443,1229.1540011854822,588.2106428112552,-233.2253868,275.12734282181873
990555.0558393368,6596.722454300336,990.8451913984393,529.9513695650714,-223.8838152,248.16748280513713
1023262.2609717494,6742.573622340135,817.6455594519613,503.68940947363086,-226.5724591,236.58839565626494
1016587.3140691414,6768.892340143208,870.2169240057392,495.63973334097983,-236.483163,212.46117839421083
1051964.4632722307,6584.293838,-622.0624154,503.35398088093626,-286.1838843,212.48601915975115
1007337.7348782799,6352.418899775432,283.30474179894594,494.16398175336786,-279.6094599,198.1240069456516
980924.1427928668,5825.3078164307335,-340.8297032,479.07091526614954,-512.1675908,181.79899572075325
32.73576226596865,2087.157349053433,-366.2795343,3.9879198729544374,126.60190601898611,-99.99594459
-301.2300852,-99.78898501,-2495.671212,-56.80697588,815.5136532589801,-100.011428
98.14055908,-99.95953455,-84.05085569,-53.53345851,-402.600336,-99.99590732
257.41393310289703,-100.0614658,575.9931618421266,-68.41891831,-809.9793589,-99.99756852
396.1571483773297,-100.0660936,610.6154686,-62.98842823,-441.654388,-99.99598012
211.8241555815517,-100.0871073,648.8891885537095,-57.8634913,-279.3739501,-99.99410958
-264.3367934,-99.91087608,-592.9831651,-55.19034261,776.9208159676016,-100.0036414
46.61008802807582,-100.0765237,1284.276983704161,-44.40047249,-1019.605497,-99.99562753
137.8182376387514,-100.0568868,894.1489808,-50.45111729,-0.991073659,-99.99555448
-884.209023,-99.97797855,12.045228426632246,-30.57186365,1314.0908661580477,-22.58417001
-246.6959035,-99.88454368,437.1519077036423,112.62115664905738,-226.3565806,96.17096051231276
-222.3038054,3680.3094866866786,659.5354808616823,500.9391146466622,53733.772894195885,229.65586952125753
727600.9491,6725.027367193874,1917.8611731236679,586.6006709792038,46204.58030444142,253.03764686718443
1293787.6270108037,7179.517619832293,-1604.861293,591.2627501606067,51889.008498200885,251.86980546191302
